,Strain,Type,Rating,Effects,Flavor,Description,cleaned_effects,cleaned_flavor,word_count,lem_description
162,Balmoral,hybrid,4.2,"Relaxed,Happy,Uplifted,Focused,Talkative","Earthy,Cheese,Pine","Balmoral is a variety of UK Cheese grown by Canadian LP Tweed, Inc. It carries the classic skunky blue cheese aroma that has given the Cheese strains their global reputation. The relaxing yet balanced effects of Balmoral help keep nausea and pain at bay while keeping stress and anxiety to minimum.",relaxed happy uplifted focused talkative,earthy cheese pine,51,balmoral is a variety of uk cheese grown by canadian lp tweed inc it carry the classic skunky blue cheese aroma that ha given the cheese strain their global reputation the relaxing yet balanced effect of balmoral help keep nausea and pain at bay while keeping stress and anxiety to minimum
163,Banana-Candy,indica,4.2,"Relaxed,Euphoric,Uplifted,Creative,Happy","Tree,Fruit,Earthy,Sweet","Banana Candy is classified as a Indica cannabis strain. Banana Candy flavor profile is sweet, tropical, mango, and the aroma can be earthy, fruity, sweet.",relaxed euphoric uplifted creative happy,tree fruit earthy sweet,25,banana candy is classified a a indica cannabis strain banana candy flavor profile is sweet tropical mango and the aroma can be earthy fruity sweet
164,Banana-Cream-Og,hybrid,4.8,"Relaxed,Creative,Tingly,Uplifted,Focused","Minty,Mint,Pine","Banana Cream OG is grown by Vagrant Hill Farms of Forest Grove, Oregon. This strain is a hybrid cross of Blue Dream, Banana OG, and Ocean Beach OG. It emits strong notes of orange and spearmint, and expresses tight lime green buds. Not much more is known about this strain other than its heavy, OG-forward effects that lay into the body and gain weight with continued consumption.",relaxed creative tingly uplifted focused,minty mint pine,67,banana cream og is grown by vagrant hill farm of forest grove oregon this strain is a hybrid cross of blue dream banana og and ocean beach og it emits strong note of orange and spearmint and express tight lime green bud not much more is known about this strain other than it heavy og forward effect that lay into the body and gain weight with continued consumption
165,Banana-Diesel,hybrid,4.4,"Happy,Uplifted,Euphoric,Relaxed,Giggly","Diesel,Earthy,Skunk","Banana Diesel balances the polar effects of its parent strains, Banana Kush and Super Sour Diesel. A slightly energizing kick followed by intense focus makes this a perfect strain for daytime consumption with effects that steer clear of undesirable lethargy. These thick, pale green buds reek a sweet, fruity aroma and preface the tangy taste to come. Banana Diesel is a potent appetite stimulant and stress combatant, suitable for either weight or mood disorders.",happy uplifted euphoric relaxed giggly,diesel earthy skunk,74,banana diesel balance the polar effect of it parent strain banana kush and super sour diesel a slightly energizing kick followed by intense focus make this a perfect strain for daytime consumption with effect that steer clear of undesirable lethargy these thick pale green bud reek a sweet fruity aroma and preface the tangy taste to come banana diesel is a potent appetite stimulant and stress combatant suitable for either weight or mood disorder
166,Banana-Kush,hybrid,4.3,"Happy,Relaxed,Euphoric,Uplifted,Talkative","Sweet,Tropical,Tree,Fruit","This legendary West Coast strain crosses Ghost OG and Skunk Haze to create an indica-dominant hybrid that tastes and smells like a bushel of fresh bananas. Although it leans towards an indica genetically, the effects are balanced by the Haze’s mellow sativa buzz that provides a relaxed sense of euphoria. A great choice when dealing with stress or depression, Banana Kush also helps stimulate your creative juices and can help you remain talkative in social settings.",happy relaxed euphoric uplifted talkative,sweet tropical tree fruit,76,this legendary west coast strain cross ghost og and skunk haze to create an indica dominant hybrid that taste and smell like a bushel of fresh banana although it lean towards an indica genetically the effect are balanced by the haze s mellow sativa buzz that provides a relaxed sense of euphoria a great choice when dealing with stress or depression banana kush also help stimulate your creative juice and can help you remain talkative in social setting
167,Banana-Og,hybrid,4.4,"Relaxed,Happy,Hungry,Euphoric,Sleepy","Tropical,Earthy,Sweet","Banana OG is an indica-dominant cross between OG Kush and Banana. With a smell and flavor of overripe bananas, this hybrid definitely earns its name. Banana OG has tested at over 25% THC and has a reputation as a “creeper,” leaving those who over-imbibe in a near comatose state before intense hunger and sleepiness sets in. Patients treating muscular pain, loss of appetite, and insomnia may benefit from Banana OG.",relaxed happy hungry euphoric sleepy,tropical earthy sweet,70,banana og is an indica dominant cross between og kush and banana with a smell and flavor of overripe banana this hybrid definitely earns it name banana og ha tested at over 25 thc and ha a reputation a a creeper leaving those who over imbibe in a near comatose state before intense hunger and sleepiness set in patient treating muscular pain loss of appetite and insomnia may benefit from banana og
168,Banana-Peel,hybrid,4.7,"Relaxed,Euphoric,Uplifted,Happy,Sleepy","Spicy/Herbal,Tropical,Earthy","Banana Peel is a hybrid cannabis strain bred by Illuminati Seeds that descends from Banana OG (Laffy Taffy cut) and Pestilence, an Abusive OG and West Coast Dawg cross. Together, these parent strains bring both flavor and potency to the mix. With sweet flavors of banana taffy, Banana Peel delivers a crushing wave of euphoria that will have you hitting the couch like bricks. ",relaxed euphoric uplifted happy sleepy,spicy herbal tropical earthy,64,banana peel is a hybrid cannabis strain bred by illuminati seed that descends from banana og laffy taffy cut and pestilence an abusive og and west coast dawg cross together these parent strain bring both flavor and potency to the mix with sweet flavor of banana taffy banana peel delivers a crushing wave of euphoria that will have you hitting the couch like brick
169,Bananas,hybrid,4.5,"Relaxed,Energetic,Happy,Uplifted,Focused","Tropical,Grape,Vanilla","Bananas from Leafs by Snoop is an indica-dominant hybrid strain offered in concentrate form. This shatter intends to capture sweet tropical flavors of fruit and banana, and offers energizing cerebral effects to fuel creativity. This strain is high in THC with a potency that’s said to stretch to 22%.",relaxed energetic happy uplifted focused,tropical grape vanilla,49,banana from leaf by snoop is an indica dominant hybrid strain offered in concentrate form this shatter intends to capture sweet tropical flavor of fruit and banana and offer energizing cerebral effect to fuel creativity this strain is high in thc with a potency that s said to stretch to 22
170,Bandana,hybrid,4.2,"Euphoric,Happy,Relaxed,Talkative,Creative","Earthy,Pungent,Woody","Bandana is a hybrid strain that combines Banana OG and 707 Headband, inheriting from its parents a sweet banana aroma and the buzzing cerebral sensation that first lent Headband its name. On the exhale, Bandana unleashes its fruity flavor over subtle earthy and sour notes. Powerful, heady euphoria awakens blissful relaxation in the mind while leaving the body feeling light and free of couchlocked sedation. It should be noted that AlphaKronik Genes bred a 70% sativa variation of Bandana that combines 707 Headband with a backcrossed Snowdawg.",euphoric happy relaxed talkative creative,earthy pungent woody,87,bandana is a hybrid strain that combine banana og and 707 headband inheriting from it parent a sweet banana aroma and the buzzing cerebral sensation that first lent headband it name on the exhale bandana unleashes it fruity flavor over subtle earthy and sour note powerful heady euphoria awakens blissful relaxation in the mind while leaving the body feeling light and free of couchlocked sedation it should be noted that alphakronik gene bred a 70 sativa variation of bandana that combine 707 headband with a backcrossed snowdawg
171,Bangi-Haze,sativa,0.0,"Aroused,Uplifted,Euphoric,Hungry","Berry,Tree,Fruit,Cheese","Bangi Haze by Ace Seeds is an energetic sativa with old world genetics. An F8 stabilized cross of Congolese and Nepalese, these resilient landrace genetics give the strain strong resistance to both mold and cold climates, which make it a suitable choice for outdoor growers. This stimulating flower emits an intoxicating floral aroma with pronounced notes of lemon and anise. Utilize Bangi Haze to stimulate the body and promote activity. ",aroused uplifted euphoric hungry,berry tree fruit cheese,70,bangi haze by ace seed is an energetic sativa with old world genetics an f8 stabilized cross of congolese and nepalese these resilient landrace genetics give the strain strong resistance to both mold and cold climate which make it a suitable choice for outdoor grower this stimulating flower emits an intoxicating floral aroma with pronounced note of lemon and anise utilize bangi haze to stimulate the body and promote activity
172,Bango,hybrid,4.7,"Uplifted,Creative,Energetic,Euphoric,Focused","Lime,Earthy,Pungent","Bango is a hybrid strain with a rich terpene profile and tropical flavors worth sharing. This hybrid is a combination of White Fire Alien OG and Mango Kush, exhibiting subtle hints of each on the nose and palate. With sweet, fruity flavors of mango, banana, and pine, and an aroma with sweet floral notes and citrus peel, Bango offers an enchanting bouquet that will linger in the air. Bango’s effects are equal parts cerebral and stimulating, and is certain to get you talking. This strain is preferred for mood elevation, appetite stimulation, and nullifying depression. ",uplifted creative energetic euphoric focused,lime earthy pungent,95,bango is a hybrid strain with a rich terpene profile and tropical flavor worth sharing this hybrid is a combination of white fire alien og and mango kush exhibiting subtle hint of each on the nose and palate with sweet fruity flavor of mango banana and pine and an aroma with sweet floral note and citrus peel bango offer an enchanting bouquet that will linger in the air bango s effect are equal part cerebral and stimulating and is certain to get you talking this strain is preferred for mood elevation appetite stimulation and nullifying depression
173,Barbara-Bud,indica,3.6,"Relaxed,Euphoric,Happy,Hungry,Uplifted","Citrus,Earthy,Mango","Barbara Bud is powerful indica cross between Shishkaberry and Afghani that eliminates symptoms without too much mental cloudiness. It has a fruity, citrus aroma with sweet undertones of bubblegum, and many patients have found Barbara Bud to help with pain, stress, and muscle spasms.",relaxed euphoric happy hungry uplifted,citrus earthy mango,44,barbara bud is powerful indica cross between shishkaberry and afghani that eliminates symptom without too much mental cloudiness it ha a fruity citrus aroma with sweet undertone of bubblegum and many patient have found barbara bud to help with pain stress and muscle spasm
174,Batgirl,hybrid,5.0,"Euphoric,Relaxed",None,"Batgirl is a sativa-dominant hybrid with beautiful effects. This Jack’s Cleaner and Blueberry cross brings out a unique and pleasant aroma of sweet berry and spicy chemicals. The strain’s hybrid effects express themselves as a heady euphoria that uplifts the mind while gently coating the body in calming haze. Weight can be felt on the eyelids as Batgirl circulates a warm, calming sensation through the body, making this strain ideal for consumers looking to shrug off stress and fatigue while improving mood.",euphoric relaxed,none,82,batgirl is a sativa dominant hybrid with beautiful effect this jack s cleaner and blueberry cross brings out a unique and pleasant aroma of sweet berry and spicy chemical the strain s hybrid effect express themselves a a heady euphoria that uplift the mind while gently coating the body in calming haze weight can be felt on the eyelid a batgirl circulates a warm calming sensation through the body making this strain ideal for consumer looking to shrug off stress and fatigue while improving mood
175,Batman-Og,indica,4.4,"Sleepy,Hungry,Happy,Relaxed,Giggly","Skunk,Pungent,Sweet","Batman OG, named for the Caped Crusader of the DC Universe, is a potent indica that hits the body like POW! This knockout strain binds the consumer to the couch and offers relaxing physical effects that are calming and sedative. Batman OG has deep earthy notes intermixed with scents of skunk and pine. It combats insomnia, stress, and chronic pain so well, it will have you saying, “Holy indica, Batman!”  ",sleepy hungry happy relaxed giggly,skunk pungent sweet,70,batman og named for the caped crusader of the dc universe is a potent indica that hit the body like pow this knockout strain bind the consumer to the couch and offer relaxing physical effect that are calming and sedative batman og ha deep earthy note intermixed with scent of skunk and pine it combat insomnia stress and chronic pain so well it will have you saying holy indica batman
176,Bay-11,sativa,4.5,"Happy,Relaxed,Uplifted,Energetic,Creative","Sweet,Earthy,Citrus","Bay 11, bred by Grand Daddy Purp, is a potent sativa strain with unspecified genetics. Its dense, pale buds are coated in amber resin with a sweet, fruity aroma that initiates immediate relaxation. A favorite strain for patients needing daytime relief, Bay 11 eases pain while boosting appetite. Bay 11 has a 67 day flowering period indoors, and outdoor gardens will be ready for harvest near the end of October.",happy relaxed uplifted energetic creative,sweet earthy citrus,70,bay 11 bred by grand daddy purp is a potent sativa strain with unspecified genetics it dense pale bud are coated in amber resin with a sweet fruity aroma that initiate immediate relaxation a favorite strain for patient needing daytime relief bay 11 eas pain while boosting appetite bay 11 ha a 67 day flowering period indoors and outdoor garden will be ready for harvest near the end of october
177,Bay-Dream,sativa,4.3,"Relaxed,Happy,Euphoric,Uplifted,Focused","Citrus,Earthy,Sweet","Granddaddy Purp’s Bay Dream is a dreamy sativa cross between the esteemed Blue Dream and Bay 11. Blue Dream passes on a subtle pine aroma coupled with sweet lemon. Patients needing an appetite boost tend to find relief in Bay Dream, and its cerebrally-focused euphoria provides a steady buzz that begins to feel intoxicating with increased doses. The effects are fast-paced and active, so Bay Dream may not be the best choice for anxiety-prone consumers. Bay Dream’s heavy yields make this sativa a favorite among growers, who wait 9 to 10 weeks for it to flower indoors. Outdoor plants sown at the beginning of June will finish flowering near the end of October with heights that stretch as tall as 10 feet.",relaxed happy euphoric uplifted focused,citrus earthy sweet,122,granddaddy purp s bay dream is a dreamy sativa cross between the esteemed blue dream and bay 11 blue dream pass on a subtle pine aroma coupled with sweet lemon patient needing an appetite boost tend to find relief in bay dream and it cerebrally focused euphoria provides a steady buzz that begin to feel intoxicating with increased dos the effect are fast paced and active so bay dream may not be the best choice for anxiety prone consumer bay dream s heavy yield make this sativa a favorite among grower who wait 9 to 10 week for it to flower indoors outdoor plant sown at the beginning of june will finish flowering near the end of october with height that stretch a tall a 10 foot
178,Bear-Dance,hybrid,4.8,"Uplifted,Euphoric,Giggly,Happy,Energetic","Earthy,Minty,Sweet","Bear Dance is a sativa-dominant hybrid created by 303 Seeds. A cross between a Humboldt Snowcap mother (Humboldt Snow x Haze) and a Pure Kush x Uzbeki Hashplant father, this strain delivers a truly funky aroma and flavor that is dominated by lemon zest and herbal undertones. Bear Dance has a tendency to significantly stretch over its 9-11 week flowering period, so make sure you’ve got the canopy space. ",uplifted euphoric giggly happy energetic,earthy minty sweet,69,bear dance is a sativa dominant hybrid created by 303 seed a cross between a humboldt snowcap mother humboldt snow x haze and a pure kush x uzbeki hashplant father this strain delivers a truly funky aroma and flavor that is dominated by lemon zest and herbal undertone bear dance ha a tendency to significantly stretch over it 9 11 week flowering period so make sure you ve got the canopy space
179,Beast-Mode-20,indica,4.5,"Relaxed,Sleepy,Tingly,Happy,Euphoric","Earthy,Woody,Berry","Beast Mode 2.0, also known as BlueFire OG, is an indica-dominant hybrid of Master Kush and White Fire OG. It is a proprietary strain distributed by Green Umbrella in Seattle, and bred by Grass Roots Pharm. The strain was developed on the heels of Green Umbrella's other successful proprietary strain, Beast Mode OG. After another successful season for both Beast Mode OG and Seattle’s infamous running back, Grass Roots Pharm and Green Umbrella collaborated to bring Beast Mode 2.0 to the medical market, with plans to make it available for recreational consumption later this summer. Beast Mode 2.0 has a sweet mix of earthy berry and piney Kush flavors and has tested as high as 23% total cannabinoids by Steep Hill Lab. The effects of this hybrid are steered by the heavy indica properties that medical patients seek when fighting chronic pain, sleeplessness, or a lack of appetite. ",relaxed sleepy tingly happy euphoric,earthy woody berry,148,beast mode 2 0 also known a bluefire og is an indica dominant hybrid of master kush and white fire og it is a proprietary strain distributed by green umbrella in seattle and bred by grass root pharm the strain wa developed on the heel of green umbrella s other successful proprietary strain beast mode og after another successful season for both beast mode og and seattle s infamous running back grass root pharm and green umbrella collaborated to bring beast mode 2 0 to the medical market with plan to make it available for recreational consumption later this summer beast mode 2 0 ha a sweet mix of earthy berry and piney kush flavor and ha tested a high a 23 total cannabinoids by steep hill lab the effect of this hybrid are steered by the heavy indica property that medical patient seek when fighting chronic pain sleeplessness or a lack of appetite
180,Beast-Mode-Og,hybrid,4.4,"Relaxed,Euphoric,Uplifted,Talkative,Happy","Pine,Apricot,Earthy","Beast Mode OG is a proprietary strain of cannabis distributed by Green Umbrella, a Seattle-based delivery service. When the grower, Zion Gardens, first received the strain they believed it was a Girl Scout Cookies cut, but after growing it out it became apparent that this strain was either an exceptional phenotype of OG Kush or it was an OG-dominant hybrid of some kind. The strain was dubbed Beast Mode OG after tasting and testing showed that the potent effects induced a powerful punch similar to the running style of NFL Running Back Marshawn Lynch, nicknamed Beast Mode. The popularity of the strain was amplified to celebrity status as Seattle’s football team claimed its first championship following the 2013 season. The strain itself stays true to OG genetics with a pungent, piney Kush aroma that provides a balance between indica and sativa effects. Beast Mode OG is a great mood elevator and serves as a great answer to stress and body pain.",relaxed euphoric uplifted talkative happy,pine apricot earthy,161,beast mode og is a proprietary strain of cannabis distributed by green umbrella a seattle based delivery service when the grower zion garden first received the strain they believed it wa a girl scout cooky cut but after growing it out it became apparent that this strain wa either an exceptional phenotype of og kush or it wa an og dominant hybrid of some kind the strain wa dubbed beast mode og after tasting and testing showed that the potent effect induced a powerful punch similar to the running style of nfl running back marshawn lynch nicknamed beast mode the popularity of the strain wa amplified to celebrity status a seattle s football team claimed it first championship following the 2013 season the strain itself stay true to og genetics with a pungent piney kush aroma that provides a balance between indica and sativa effect beast mode og is a great mood elevator and serf a a great answer to stress and body pain
181,Bedford-Glue,hybrid,5.0,"Happy,Uplifted,Euphoric,Giggly,Relaxed","Pepper,Pine,Sage","Bedford Glue is a Midwest twist on one of the cannabis industry’s rising stars. This strain was created by combining Gorilla Glue #1 with Highwayman, lending a stimulating alertness to Gorilla Glue #1’s robust potency. It has a forest-like aroma with notes of pine, pepper, and herbs. Bedford Glue is generally a heady strain with mild body effects, making it an suitable hybrid for consumers seeking a THC content above 20% without overly debilitating effects.  ",happy uplifted euphoric giggly relaxed,pepper pine sage,75,bedford glue is a midwest twist on one of the cannabis industry s rising star this strain wa created by combining gorilla glue 1 with highwayman lending a stimulating alertness to gorilla glue 1 s robust potency it ha a forest like aroma with note of pine pepper and herb bedford glue is generally a heady strain with mild body effect making it an suitable hybrid for consumer seeking a thc content above 20 without overly debilitating effect
182,Bedica,indica,4.3,"Relaxed,Sleepy,Hungry,Focused,Euphoric","Pungent,Cheese,Woody","Bedica is a strain produced by Canadian LP Bedrocan. It is a heavy indica with an average THC content of around 14%. The high levels of the terpene myrcene found in Bedica are known to produce a sedating, calming effect perfect for those looking for stress relief or a good night’s sleep.",relaxed sleepy hungry focused euphoric,pungent cheese woody,52,bedica is a strain produced by canadian lp bedrocan it is a heavy indica with an average thc content of around 14 the high level of the terpene myrcene found in bedica are known to produce a sedating calming effect perfect for those looking for stress relief or a good night s sleep
183,Bediol,sativa,4.7,"Relaxed,Talkative,Happy,Focused,Uplifted","Mango,Citrus,Lemon","Bediol by Canadian LP Bedrocan is a sativa-dominant strain with a balanced cannabinoid profile of 6.5% THC and 8% CBD. This almost even split caters to a variety of patient needs, including relief of pain, inflammation, anxiety, and nausea. Due to its heightened levels of CBD, Bediol provides a subdued high that is less euphoric and more relaxing. Still, those sensitive to THC should mind their dose. ",relaxed talkative happy focused uplifted,mango citrus lemon,67,bediol by canadian lp bedrocan is a sativa dominant strain with a balanced cannabinoid profile of 6 5 thc and 8 cbd this almost even split caters to a variety of patient need including relief of pain inflammation anxiety and nausea due to it heightened level of cbd bediol provides a subdued high that is le euphoric and more relaxing still those sensitive to thc should mind their dose
184,Bell-Ringer,indica,5.0,"Relaxed,Sleepy,Euphoric,Hungry,Happy","Sweet,Citrus,Pungent","Bell Ringer by Khush Kush is a heavyweight indica with a complex terpene profile. Khush Kush’s renowned one-two punch Bell Ringer is a combination of Hindu Skunk and Stardawg mixed with the original heavyweight, Pre-98 Bubba Kush. In true indica fashion, Bell Ringer will stimulate your appetite and knock you out. The effects are weighted and euphoric, relieving physical pain while saddling the consumer with the aforementioned “muchy mania.” Enjoy Bell Ringer and its acrid, astringent, petrol aroma later in the day to maximize the strain’s sedative qualities.",relaxed sleepy euphoric hungry happy,sweet citrus pungent,88,bell ringer by khush kush is a heavyweight indica with a complex terpene profile khush kush s renowned one two punch bell ringer is a combination of hindu skunk and stardawg mixed with the original heavyweight pre 98 bubba kush in true indica fashion bell ringer will stimulate your appetite and knock you out the effect are weighted and euphoric relieving physical pain while saddling the consumer with the aforementioned muchy mania enjoy bell ringer and it acrid astringent petrol aroma later in the day to maximize the strain s sedative quality
185,Belladonna,hybrid,4.0,"Happy,Sleepy,Giggly,Euphoric,Uplifted","Peach,Earthy,Butter",Belladonna is a mostly sativa strain that also carries good indica characteristics making for a very nice hybrid.  A faster flowering time than typical sativa strains makes Belladonna a favorite among growers.  With a fruity smell and a trippy high Paradise Seeds has bred a winner.,happy sleepy giggly euphoric uplifted,peach earthy butter,46,belladonna is a mostly sativa strain that also carry good indica characteristic making for a very nice hybrid a faster flowering time than typical sativa strain make belladonna a favorite among grower with a fruity smell and a trippy high paradise seed ha bred a winner
186,Berkeley,sativa,4.3,"Talkative,Happy,Uplifted,Energetic,Focused","Citrus,Sweet,Pungent","Berkeley is rumored to be the super-potent botany project of a student at the prestigious California university of the same name. This strain is certainly an overachiever with its extremely high THC content and lightning fast flowering time—as short as 4 weeks! Berkeley is known to give energetic, buzzy effects that are typical of sativas. This strain will stimulate your mind, but beware, it may cause anxiety for some users.",talkative happy uplifted energetic focused,citrus sweet pungent,70,berkeley is rumored to be the super potent botany project of a student at the prestigious california university of the same name this strain is certainly an overachiever with it extremely high thc content and lightning fast flowering time a short a 4 week berkeley is known to give energetic buzzy effect that are typical of sativas this strain will stimulate your mind but beware it may cause anxiety for some user
187,Bermuda-Sour,hybrid,0.0,"Uplifted,Hungry,Relaxed,Energetic,Focused","Diesel,Sweet,Citrus
","Bermuda Sour by Deschutes Growery is a hybrid mashup of diametrically opposite strains. It was created by crossing East Coast Sour Diesel and Triangle Kush, and emits a complex bouquet of lemons, diesel, and earth. This strain’s cannabinoid profile contains just over 21% THC as well as touches of terpenes terpinolene, limonene, and ocimene. The overall tone and effects of the strain are uplifting and smooth.    ",uplifted hungry relaxed energetic focused,diesel sweet citrus,66,bermuda sour by deschutes growery is a hybrid mashup of diametrically opposite strain it wa created by crossing east coast sour diesel and triangle kush and emits a complex bouquet of lemon diesel and earth this strain s cannabinoid profile contains just over 21 thc a well a touch of terpene terpinolene limonene and ocimene the overall tone and effect of the strain are uplifting and smooth
188,Berry-Bomb,hybrid,4.2,"Relaxed,Happy,Euphoric,Tingly,Sleepy","Berry,Blueberry,Flowery","Berry Bomb is a hybrid cross between Blueberry and Bomb #1 that shows off its indica-leaning genetics through powerful sedation. A sweet blueberry and earthy pine flavor launches you into Berry Bomb’s potent full-body effects, which can easily help you transition into a restful night or an afternoon nap. According to its breeders at Bomb Seeds, Berry Bomb sometimes expresses itself in cool hues of blue in lower temperatures. Its flowers explode into growth early on, stretching especially tall in outdoor gardens. Berry Bomb thrives in screen of green (SCROG) setups, and indoor plants finish their flowering in a short 6 to 8 weeks.",relaxed happy euphoric tingly sleepy,berry blueberry flowery,104,berry bomb is a hybrid cross between blueberry and bomb 1 that show off it indica leaning genetics through powerful sedation a sweet blueberry and earthy pine flavor launch you into berry bomb s potent full body effect which can easily help you transition into a restful night or an afternoon nap according to it breeder at bomb seed berry bomb sometimes express itself in cool hue of blue in lower temperature it flower explode into growth early on stretching especially tall in outdoor garden berry bomb thrives in screen of green scrog setup and indoor plant finish their flowering in a short 6 to 8 week
189,Berry-Larry,hybrid,4.8,"Relaxed,Uplifted,Creative,Euphoric,Talkative","Berry,Citrus,Orange","Berry Larry by Taste Budz is an indica-leaning phenotype of Lemon Larry OG. This strain produces a laid-back body buzz while still allowing the consumer to get things done. The effects are happy, easy-going, and useful when it comes to tempering inflammation, mood, and stress. Like other members of the OG family, this strain has a sweet, piney aroma with a tart berry flavor unique to this phenotype. Berry Larry’s buds express touches of dark, colorful foliage, giving the strain an alluring appearance.  ",relaxed uplifted creative euphoric talkative,berry citrus orange,83,berry larry by taste budz is an indica leaning phenotype of lemon larry og this strain produce a laid back body buzz while still allowing the consumer to get thing done the effect are happy easy going and useful when it come to tempering inflammation mood and stress like other member of the og family this strain ha a sweet piney aroma with a tart berry flavor unique to this phenotype berry larry s bud express touch of dark colorful foliage giving the strain an alluring appearance
190,Berry-Noir,indica,4.4,"Relaxed,Euphoric,Sleepy,Happy,Hungry","Berry,Earthy,Sweet",Berry Noir is an indica strain that competed in the 2014 L.A. Cannabis Cup.,relaxed euphoric sleepy happy hungry,berry earthy sweet,14,berry noir is an indica strain that competed in the 2014 l a cannabis cup
191,Berry-Og,hybrid,4.3,"Happy,Relaxed,Uplifted,Euphoric,Sleepy","Berry,Blueberry,Earthy",Berry OG is an indica-dominant hybrid cross between OG Kush and Blueberry.,happy relaxed uplifted euphoric sleepy,berry blueberry earthy,12,berry og is an indica dominant hybrid cross between og kush and blueberry
192,Berry-White,indica,4.4,"Relaxed,Euphoric,Happy,Uplifted,Sleepy","Berry,Sweet,Blueberry","Berry White is a hybrid strain that is the offspring of parents of near-celebrity status in the cannabis world: Blueberry and White Widow. Berry is famous in its own right for its even, balanced effects that offer relaxation from stress and anxiety along with a sense of euphoria. This strain is perfect for inspiring an upbeat mood and may lead to conversation and creative pursuits. This plant’s flowers have a light sour berry and pine smell and a fresh taste similar to their scent. They generally have a strong blue coloring contrasted by orange hairs.",relaxed euphoric happy uplifted sleepy,berry sweet blueberry,95,berry white is a hybrid strain that is the offspring of parent of near celebrity status in the cannabis world blueberry and white widow berry is famous in it own right for it even balanced effect that offer relaxation from stress and anxiety along with a sense of euphoria this strain is perfect for inspiring an upbeat mood and may lead to conversation and creative pursuit this plant s flower have a light sour berry and pine smell and a fresh taste similar to their scent they generally have a strong blue coloring contrasted by orange hair
193,Berts-Cookie-Dough,hybrid,5.0,"Uplifted,Energetic,Happy,Hungry",None,"Bert’s Cookie Dough by Los Angeles Kush is a heavy Cookies phenotype crossed with the renowned West Coast mainstay, OGKB. This hybrid was crafted by none other than Bert Baccarat for LAK and thus, the namesake. It offers a classic Cookies bouquet of pungent earth and doughy sweetness overlaid with notes of pine. The effects are heavy, weighing consumers to the couch while the warm body effects help alleviate stress, minor pain relief, and insomnia. ",uplifted energetic happy hungry,none,75,bert s cookie dough by los angeles kush is a heavy cooky phenotype crossed with the renowned west coast mainstay ogkb this hybrid wa crafted by none other than bert baccarat for lak and thus the namesake it offer a classic cooky bouquet of pungent earth and doughy sweetness overlaid with note of pine the effect are heavy weighing consumer to the couch while the warm body effect help alleviate stress minor pain relief and insomnia
194,Bertberry-Cheesecake,sativa,5.0,"Uplifted,Creative,Euphoric,Focused,Energetic","Cheese,Berry,Tree,Fruit","Bertberry Cheesecake by Bert Baccarat is a bright sativa-dominant cross of Alien Moonshine and UK Cheese. This strain’s terpene profile is rich with sweet citrus, and its buds are bulbous, bright green, and tangled in orange hairs. Bertberry Cheesecake is both mentally and physically stimulating, offering creativity and strong euphoria. But mind your dosage, as  Bertberry Cheesecake has been known to overstimulate consumers prone to anxiety.  ",uplifted creative euphoric focused energetic,cheese berry tree fruit,66,bertberry cheesecake by bert baccarat is a bright sativa dominant cross of alien moonshine and uk cheese this strain s terpene profile is rich with sweet citrus and it bud are bulbous bright green and tangled in orange hair bertberry cheesecake is both mentally and physically stimulating offering creativity and strong euphoria but mind your dosage a bertberry cheesecake ha been known to overstimulate consumer prone to anxiety
195,Bettie-Page,hybrid,4.2,"Creative,Uplifted,Energetic,Euphoric,Relaxed","Earthy,Sweet,Blue,Cheese","Bettie Page, grown by Liberty Reach Farms in Washington, is a perfectly balanced 50/50 hybrid cannabis strain. This high-THC strain provides mellow euphoria that focuses itself in the cerebral space, encouraging energy rather than lethargy. ",creative uplifted energetic euphoric relaxed,earthy sweet blue cheese,35,bettie page grown by liberty reach farm in washington is a perfectly balanced 50 50 hybrid cannabis strain this high thc strain provides mellow euphoria that focus itself in the cerebral space encouraging energy rather than lethargy
196,Bianca,hybrid,4.2,"Relaxed,Sleepy,Euphoric,Focused,Creative","Earthy,Woody,Spicy/Herbal","Bianca is a three-way indica-dominant hybrid that brings classic genetics and flavors together. This strain was created by blending a White Widow and Afghan cross with the Empress phenotype White Queen. It grows squat and sturdy plants that produce healthy yields with the proper amount of TLC. Known for its pungent hashy aroma and equal measures of euphoria and sedation, Bianca calms the consumer while enhancing mood, making it good medicine for patients seeking to curb anxiety, body aches, and nausea. ",relaxed sleepy euphoric focused creative,earthy woody spicy herbal,81,bianca is a three way indica dominant hybrid that brings classic genetics and flavor together this strain wa created by blending a white widow and afghan cross with the empress phenotype white queen it grows squat and sturdy plant that produce healthy yield with the proper amount of tlc known for it pungent hashy aroma and equal measure of euphoria and sedation bianca calm the consumer while enhancing mood making it good medicine for patient seeking to curb anxiety body ache and nausea
